Date,BONDS,COMMODITIES,STOCKS,VOLATILITY
2006-03-17,58.57853698730469,21.11906623840332,46.86133575439453,12.119999885559082
2006-03-20,58.555023193359375,20.684371948242188,46.7623176574707,11.789999961853027
2006-03-21,58.402069091796875,20.756820678710938,46.50212478637695,11.619999885559082
2006-03-22,58.507957458496094,20.720596313476562,46.78398513793945,11.210000038146973
2006-03-23,58.46091079711914,21.07378578186035,46.773155212402344,11.170000076293945
2006-03-24,58.56092834472656,21.028507232666016,46.834590911865234,11.1899995803833
2006-03-27,58.60798263549805,21.155292510986328,46.80208206176758,11.460000038146973
2006-03-28,58.46091079711914,21.426977157592773,46.52741241455078,11.579999923706055
2006-03-29,58.34328842163086,21.57187843322754,46.9610710144043,10.949999809265137
2006-03-30,58.07861328125,21.834510803222656,46.834590911865234,11.569999694824219
2006-03-31,58.27272033691406,21.680551528930664,46.85988235473633,11.390000343322754
2006-04-03,58.21547317504883,21.780170440673828,46.809295654296875,11.569999694824219
2006-04-04,58.29226303100586,21.662437438964844,47.080322265625,11.140000343322754
2006-04-05,58.33354949951172,21.79828453063965,47.25379180908203,11.130000114440918
2006-04-06,58.286277770996094,22.187700271606445,47.23212814331055,11.449999809265137
2006-04-07,58.09146499633789,22.08807945251465,46.726173400878906,12.260000228881836
2006-04-10,58.038360595703125,22.4956111907959,46.7876091003418,12.1899995803833
2006-04-11,58.15641784667969,22.58617401123047,46.364803314208984,13.0
2006-04-12,58.1032829284668,22.540889739990234,46.4587516784668,12.760000228881836
2006-04-13,57.98517608642578,22.685791015625,46.44792175292969,12.380000114440918
2006-04-17,58.079647064208984,22.93031120300293,46.37562942504883,12.579999923706055
2006-04-18,58.038360595703125,23.229164123535156,47.17428207397461,11.399999618530273
2006-04-19,58.09146499633789,23.455568313598633,47.315216064453125,11.319999694824219
2006-04-20,58.00292205810547,23.183883666992188,47.380287170410156,11.640000343322754
2006-04-21,57.997013092041016,23.672914505004883,47.35859298706055,11.59000015258789
2006-04-24,58.21547317504883,23.201995849609375,47.22126770019531,11.75
2006-04-25,58.020591735839844,23.274444580078125,47.06948471069336,11.75
2006-04-26,57.92023849487305,23.183883666992188,47.080322265625,11.760000228881836
2006-04-27,58.05600357055664,22.821632385253906,47.2176513671875,11.84000015258789
2006-04-28,58.18592071533203,23.201995849609375,47.3079948425293,11.59000015258789
2006-05-01,57.957763671875,23.455568313598633,47.080322265625,12.539999961853027
2006-05-02,58.01704788208008,23.72725486755371,47.35859298706055,11.989999771118164
2006-05-03,57.97550582885742,23.301612854003906,47.22126770019531,11.989999771118164
2006-05-04,57.945892333984375,23.020870208740234,47.441707611083984,11.859999656677246
2006-05-05,58.05255889892578,23.274444580078125,47.84645080566406,11.619999885559082
2006-05-08,58.09403991699219,23.211050033569336,47.88981628417969,12.0
2006-05-09,58.06436538696289,23.573301315307617,47.88618850708008,11.989999771118164
2006-05-10,57.9992790222168,24.16195297241211,47.821144104003906,11.779999732971191
2006-05-11,57.963661193847656,24.397415161132812,47.20319366455078,12.489999771118164
2006-05-12,57.83919143676758,24.315908432006836,46.57076644897461,14.1899995803833
2006-05-15,57.874794006347656,23.49179458618164,46.62137222290039,13.569999694824219
2006-05-16,58.15922546386719,23.56424331665039,46.47320556640625,13.350000381469727
2006-05-17,57.9932975769043,23.528017044067383,45.62396240234375,16.260000228881836
2006-05-18,58.23631286621094,23.53707504272461,45.41074752807617,16.989999771118164
2006-05-19,58.22446060180664,23.020870208740234,45.66734313964844,17.18000030517578
2006-05-22,58.23631286621094,23.201995849609375,45.39632034301758,17.719999313354492
2006-05-23,58.07627487182617,23.56424331665039,45.04214859008789,18.260000228881836
2006-05-24,58.08812713623047,22.966535568237305,45.197547912597656,17.360000610351562
2006-05-25,58.08220672607422,23.365005493164062,45.82272720336914,15.5
2006-05-26,58.33115005493164,23.591411590576172,46.082916259765625,14.260000228881836
2006-05-30,58.200714111328125,23.464624404907227,45.248138427734375,18.65999984741211
2006-05-31,58.07034683227539,23.111433029174805,45.78298568725586,16.440000534057617
2006-06-01,58.02452087402344,22.830690383911133,46.364803314208984,14.520000457763672
2006-06-02,58.470760345458984,23.283498764038086,46.455142974853516,14.319999694824219
2006-06-05,58.280399322509766,23.22010612487793,45.67457580566406,16.649999618530273
2006-06-06,58.43508529663086,23.020870208740234,45.46857452392578,17.34000015258789
2006-06-07,58.25065231323242,22.86691665649414,45.17224884033203,17.799999237060547
2006-06-08,58.4470100402832,22.622394561767578,45.12888717651367,18.350000381469727
2006-06-09,58.53029251098633,22.65862464904785,44.95543670654297,18.1200008392334
2006-06-12,58.35182189941406,22.38693618774414,44.36637496948242,20.959999084472656
2006-06-13,58.51841735839844,21.780170440673828,43.838775634765625,23.809999465942383
2006-06-14,58.2982292175293,21.771116256713867,44.11703109741211,21.459999084472656
2006-06-15,58.20304870605469,22.006576538085938,45.136112213134766,15.899999618530273
2006-06-16,58.16731262207031,22.05185890197754,44.90121841430664,17.25
2006-06-19,58.012638092041016,21.644325256347656,44.44948196411133,17.829999923706055
2006-06-20,58.048343658447266,21.82545280456543,44.4603385925293,16.690000534057617
2006-06-21,58.06614685058594,22.142419815063477,44.95543670654297,15.520000457763672
2006-06-22,57.81631851196289,22.133365631103516,44.709693908691406,15.880000114440918
2006-06-23,57.84603500366211,22.08807945251465,44.77835464477539,15.890000343322754
2006-06-26,57.67945098876953,22.332599639892578,44.9979362487793,15.619999885559082
2006-06-27,57.840084075927734,22.414104461669922,44.56966018676758,16.399999618530273
2006-06-28,57.78056716918945,22.32354164123535,44.885414123535156,15.789999961853027
2006-06-29,57.98286437988281,22.812578201293945,45.86537551879883,13.029999732971191
2006-06-30,57.9769401550293,22.912195205688477,45.84359359741211,13.079999923706055
2006-07-03,58.065364837646484,23.518962860107422,46.195655822753906,13.050000190734863
2006-07-05,57.892093658447266,23.33783721923828,45.818199157714844,14.149999618530273
2006-07-06,57.94587326049805,23.49179458618164,45.96698760986328,13.649999618530273
2006-07-07,58.16092300415039,23.319726943969727,45.58591079711914,13.970000267028809
2006-07-10,58.214698791503906,23.156715393066406,45.640350341796875,14.020000457763672
2006-07-11,58.31029510498047,23.663862228393555,45.80730056762695,13.140000343322754
2006-07-12,58.34608840942383,23.899320602416992,45.317317962646484,14.489999771118164
2006-07-13,58.393924713134766,23.890268325805664,44.642242431640625,17.790000915527344
2006-07-14,58.47158432006836,23.998939514160156,44.380924224853516,18.049999237060547
2006-07-17,58.34608840942383,23.455568313598633,44.30470657348633,18.639999389648438
2006-07-18,58.30431365966797,23.3106689453125,44.45351791381836,17.739999771118164
2006-07-19,58.53128433227539,23.392173767089844,45.18666458129883,15.550000190734863
2006-07-20,58.59104537963867,23.147655487060547,44.72573471069336,16.209999084472656
2006-07-21,58.55521011352539,23.08426284790039,44.37003707885742,17.399999618530273
2006-07-24,58.64482116699219,23.183883666992188,45.23383712768555,14.979999542236328
2006-07-25,58.597015380859375,22.98464584350586,45.38629150390625,14.850000381469727
2006-07-26,58.632911682128906,22.830690383911133,45.509700775146484,14.619999885559082
2006-07-27,58.728424072265625,23.274444580078125,45.3935432434082,14.9399995803833
2006-07-28,58.85382843017578,23.19293975830078,45.79279708862305,14.329999923706055
2006-07-31,58.78216552734375,23.419343948364258,45.78915786743164,14.949999809265137
2006-08-01,58.92560577392578,23.528017044067383,45.5532341003418,15.050000190734863
2006-08-02,58.94957733154297,23.84498405456543,45.8399772644043,14.34000015258789
2006-08-03,58.96157455444336,23.618579864501953,45.94158935546875,14.460000038146973
2006-08-04,59.14753341674805,23.591411590576172,45.91980743408203,14.34000015258789
2006-08-07,59.153507232666016,23.96271514892578,45.767372131347656,15.229999542236328
2006-08-08,59.153507232666016,23.627635955810547,45.55686950683594,15.229999542236328
2006-08-09,59.20150375366211,23.663862228393555,45.32457733154297,15.199999809265137
2006-08-10,59.17154312133789,23.3559513092041,45.49879837036133,14.460000038146973
2006-08-11,59.0695686340332,23.129547119140625,45.35725021362305,14.300000190734863
2006-08-14,59.00354766845703,22.912195205688477,45.44072723388672,14.260000228881836
2006-08-15,59.14753341674805,22.948421478271484,46.02143096923828,13.420000076293945
2006-08-16,59.345497131347656,22.703903198242188,46.47148132324219,12.40999984741211
2006-08-17,59.351497650146484,22.350711822509766,46.57672882080078,12.239999771118164
2006-08-18,59.393497467041016,22.468442916870117,46.76185607910156,11.640000343322754
2006-08-21,59.53746032714844,22.649566650390625,46.58399963378906,12.220000267028809
2006-08-22,59.549461364746094,22.613340377807617,46.598506927490234,12.1899995803833
2006-08-23,59.525482177734375,22.377880096435547,46.37348175048828,12.399999618530273
2006-08-24,59.519439697265625,22.703903198242188,46.36985397338867,12.399999618530273
2006-08-25,59.57949447631836,22.694847106933594,46.38801193237305,12.3100004196167
2006-08-28,59.525482177734375,22.341655731201172,46.656585693359375,12.180000305175781
2006-08-29,59.549461364746094,22.305431365966797,46.747337341308594,12.279999732971191
2006-08-30,59.63945388793945,22.64051055908203,46.84894943237305,12.220000267028809
2006-08-31,59.71741485595703,22.64051055908203,46.84168243408203,12.3100004196167
2006-09-01,59.72523498535156,22.595230102539062,47.11389923095703,11.960000038146973
2006-09-05,59.653011322021484,22.559003829956055,47.20826721191406,12.630000114440918
2006-09-06,59.665035247802734,22.44127655029297,46.70376205444336,13.739999771118164
2006-09-07,59.64698791503906,22.368825912475586,46.52956008911133,13.880000114440918
2006-09-08,59.72523498535156,22.187700271606445,46.62393569946289,13.15999984741211
2006-09-11,59.68310546875,21.67149543762207,46.638431549072266,12.989999771118164
2006-09-12,59.82763671875,21.327362060546875,47.1683464050293,11.920000076293945
2006-09-13,59.87580108642578,21.27302360534668,47.418785095214844,11.180000305175781
2006-09-14,59.791500091552734,21.146238327026367,47.317161560058594,11.550000190734863
2006-09-15,59.77340316772461,21.082843780517578,47.429664611816406,11.760000228881836
2006-09-18,59.761375427246094,21.33641815185547,47.465946197509766,11.779999732971191
2006-09-19,59.899906158447266,21.01944923400879,47.342559814453125,11.979999542236328
2006-09-20,59.96615219116211,20.89266014099121,47.625648498535156,11.390000343322754
2006-09-21,60.225059509277344,21.254913330078125,47.32805252075195,12.25
2006-09-22,60.26120376586914,21.010395050048828,47.20826721191406,12.59000015258789
2006-09-25,60.381683349609375,21.055675506591797,47.612422943115234,12.119999885559082
2006-09-26,60.37562561035156,21.146238327026367,47.94404602050781,11.529999732971191
2006-09-27,60.351627349853516,21.46320343017578,48.002349853515625,11.579999923706055
2006-09-28,60.36967086791992,21.635269165039062,48.049739837646484,11.720000267028809
2006-09-29,60.32149887084961,21.68960952758789,47.90031433105469,11.979999542236328
2006-10-02,60.378353118896484,21.454147338867188,47.765480041503906,12.569999694824219
2006-10-03,60.36619186401367,21.100954055786133,47.83836364746094,12.239999771118164
2006-10-04,60.602115631103516,21.254913330078125,48.344932556152344,11.859999656677246
2006-10-05,60.414573669433594,21.372642517089844,48.578155517578125,11.979999542236328
2006-10-06,60.19085693359375,21.454147338867188,48.483402252197266,11.5600004196167
2006-10-09,60.31789016723633,22.05185890197754,48.53076934814453,11.680000305175781
2006-10-10,60.082027435302734,21.46320343017578,48.6401252746582,11.520000457763672
2006-10-11,60.01548385620117,21.17340660095215,48.5526237487793,11.619999885559082
2006-10-12,60.075950622558594,21.408864974975586,49.037330627441406,11.09000015258789
2006-10-13,59.92474365234375,21.8707332611084,49.20859909057617,10.75
2006-10-16,60.021507263183594,22.0609130859375,49.34344482421875,11.09000015258789
2006-10-17,60.11222839355469,22.07902717590332,49.15029525756836,11.729999542236328
2006-10-18,60.18479537963867,21.725831985473633,49.21953201293945,11.34000015258789
2006-10-19,60.15453338623047,22.08807945251465,49.27421569824219,10.899999618530273
2006-10-20,60.13641357421875,21.780170440673828,49.259639739990234,10.630000114440918
2006-10-23,59.96105194091797,21.82545280456543,49.47101593017578,11.079999923706055
2006-10-24,60.02758026123047,21.979408264160156,49.591270446777344,10.779999732971191
2006-10-25,60.17271041870117,22.368825912475586,49.755245208740234,10.65999984741211
2006-10-26,60.378353118896484,22.214868545532227,50.01763153076172,10.5600004196167
2006-10-27,60.499271392822266,22.278263092041016,49.63496780395508,10.800000190734863
2006-10-30,60.51131820678711,22.042800903320312,49.65321731567383,11.199999809265137
2006-10-31,60.73512649536133,21.906959533691406,49.591270446777344,11.100000381469727
2006-11-01,60.83955001831055,22.187700271606445,49.190391540527344,11.510000228881836
2006-11-02,60.772804260253906,22.024686813354492,49.16122817993164,11.420000076293945
2006-11-03,60.45697784423828,22.296377182006836,49.15395736694336,11.15999984741211
2006-11-06,60.45697784423828,22.685791015625,49.7005729675293,11.15999984741211
2006-11-07,60.60883712768555,22.631452560424805,49.87188720703125,11.09000015258789
2006-11-08,60.772804260253906,22.604284286499023,49.99943542480469,10.75
2006-11-09,60.790977478027344,22.903141021728516,49.72610092163086,11.010000228881836
2006-11-10,60.92462921142578,22.423160552978516,49.83905792236328,10.789999961853027
2006-11-13,60.851810455322266,22.260147094726562,49.95205307006836,10.859999656677246
2006-11-14,60.93673324584961,22.32354164123535,50.34196853637695,10.5
2006-11-15,60.82139587402344,22.4956111907959,50.53147888183594,10.3100004196167
2006-11-16,60.766666412353516,21.934127807617188,50.640811920166016,10.15999984741211
2006-11-17,60.92462921142578,22.205812454223633,50.61530303955078,10.050000190734863
2006-11-20,60.96711349487305,22.12430763244629,50.64444351196289,9.970000267028809
2006-11-21,61.04607009887695,22.332599639892578,50.77565002441406,9.899999618530273
2006-11-22,61.131080627441406,22.414104461669922,50.91776657104492,10.140000343322754
2006-11-24,61.1492919921875,22.722017288208008,50.76838302612305,10.729999542236328
2006-11-27,61.11894226074219,22.78540802001953,49.96296310424805,12.300000190734863
2006-11-28,61.28292465209961,22.848798751831055,50.152469635009766,11.619999885559082
2006-11-29,61.19184494018555,23.138599395751953,50.66630935668945,10.829999923706055
2006-11-30,61.38008499145508,23.346893310546875,50.74649429321289,10.90999984741211
2006-12-01,61.49466323852539,23.33783721923828,50.604366302490234,11.65999984741211
2006-12-04,61.55567169189453,23.229164123535156,51.099971771240234,11.229999542236328
2006-12-05,61.51909255981445,23.301612854003906,51.285831451416016,11.270000457763672
2006-12-06,61.4703369140625,22.99370002746582,51.25669860839844,11.329999923706055
2006-12-07,61.41542053222656,22.912195205688477,51.0271110534668,12.670000076293945
2006-12-08,61.28742218017578,22.731075286865234,51.11455535888672,12.069999694824219
2006-12-11,61.275238037109375,22.76729393005371,51.223880767822266,10.710000038146973
2006-12-12,61.445945739746094,22.731075286865234,51.14372634887695,10.649999618530273
2006-12-13,61.256927490234375,22.740129470825195,51.23116683959961,10.180000305175781
2006-12-14,61.171592712402344,23.00275993347168,51.621124267578125,9.970000267028809
2006-12-15,61.15935516357422,23.111433029174805,51.635677337646484,10.050000190734863
2006-12-18,61.195919036865234,22.703203201293945,51.424339294433594,10.600000381469727
2006-12-19,61.238643646240234,22.97226333618164,51.4972038269043,10.300000190734863
2006-12-20,61.21421813964844,23.018651962280273,51.475364685058594,10.260000228881836
2006-12-21,61.33616256713867,22.78670310974121,51.27491760253906,10.529999732971191
2006-12-22,61.28130340576172,22.962984085083008,50.98626708984375,11.359999656677246
2006-12-26,61.263031005859375,22.610424041748047,51.282962799072266,11.260000228881836
2006-12-27,61.09718322753906,22.54547691345215,51.63459396362305,10.640000343322754
2006-12-28,61.017601013183594,22.712480545043945,51.56135177612305,10.989999771118164
2006-12-29,61.01144027709961,22.80525779724121,51.356239318847656,11.5600004196167
2007-01-03,61.140045166015625,22.08157730102539,51.26101303100586,12.039999961853027
2007-01-04,61.26856231689453,21.506343841552734,51.36355972290039,11.510000228881836
2007-01-05,61.22570037841797,21.43212127685547,50.956974029541016,12.140000343322754
2007-01-08,61.26244354248047,21.54345703125,51.14377975463867,12.0
2007-01-09,61.26244354248047,21.357894897460938,51.14377975463867,11.90999984741211
2007-01-10,61.1950798034668,21.04244613647461,51.25733184814453,11.470000267028809
2007-01-11,61.07881164550781,21.01460838317871,51.64558792114258,10.869999885559082
2007-01-12,60.99314498901367,21.506343841552734,51.9862174987793,10.149999618530273
2007-01-16,61.072715759277344,21.01460838317871,51.8873405456543,10.739999771118164
2007-01-17,61.03599166870117,21.200172424316406,51.92395782470703,10.59000015258789
2007-01-18,61.121646881103516,20.97749900817871,51.64558792114258,10.850000381469727
2007-01-19,61.09718322753906,21.292951583862305,51.84703063964844,10.399999618530273
2007-01-22,61.127811431884766,21.311506271362305,51.641910552978516,10.770000457763672
2007-01-23,61.01144027709961,21.988800048828125,51.788421630859375,10.34000015258789
2007-01-24,60.99314498901367,21.803237915039062,52.246307373046875,9.890000343322754
2007-01-25,60.913570404052734,21.608400344848633,51.66025161743164,11.220000267028809
2007-01-26,60.90747833251953,21.87746238708496,51.62727355957031,11.130000114440918
2007-01-29,60.82789611816406,21.43212127685547,51.63825225830078,11.449999809265137
2007-01-30,60.919715881347656,22.025907516479492,51.93495178222656,10.960000038146973
2007-01-31,60.968685150146484,22.257858276367188,52.31222152709961,10.420000076293945
2007-02-01,61.00123596191406,22.174358367919922,52.61256790161133,10.3100004196167
2007-02-02,61.08723831176758,22.461973190307617,52.67849349975586,10.079999923706055
2007-02-05,61.185546875,22.38774871826172,52.74075698852539,10.550000190734863
2007-02-06,61.30231857299805,22.27641487121582,52.74441909790039,10.649999618530273
2007-02-07,61.3759880065918,22.007352828979492,52.916603088378906,10.319999694824219
2007-02-08,61.41288375854492,22.517642974853516,52.85066223144531,10.4399995803833
2007-02-09,61.27155685424805,22.656814575195312,52.45139694213867,11.100000381469727
2007-02-12,61.210121154785156,22.230022430419922,52.26460266113281,11.609999656677246
2007-02-13,61.20397186279297,22.638254165649414,52.70781707763672,10.34000015258789
2007-02-14,61.43740463256836,22.33208465576172,53.05941390991211,10.229999542236328
2007-02-15,61.52347183227539,22.33208465576172,53.07040786743164,10.220000267028809
2007-02-16,61.566410064697266,22.721757888793945,53.107059478759766,10.020000457763672
2007-02-20,61.59711837768555,22.47125244140625,53.2645378112793,10.239999771118164
2007-02-21,61.59101867675781,22.953706741333008,53.286529541015625,10.199999809265137
2007-02-22,61.468116760253906,23.2691593170166,53.268211364746094,10.180000305175781
2007-02-23,61.615604400634766,23.417604446411133,53.09606170654297,10.579999923706055
2007-02-26,61.75078582763672,23.482553482055664,53.02648162841797,11.149999618530273
2007-02-27,62.00263977050781,23.03721046447754,51.05953598022461,18.309999465942383
2007-02-28,61.95964050292969,23.3897705078125,51.46245574951172,15.420000076293945
2007-03-01,61.94977951049805,23.222768783569336,51.31593704223633,15.819999694824219
2007-03-02,62.079307556152344,23.009374618530273,50.583370208740234,18.610000610351562
2007-03-05,62.042301177978516,22.66609001159668,49.99734115600586,19.6299991607666
2007-03-06,61.99913787841797,22.879484176635742,50.83976364135742,15.960000038146973
2007-03-07,62.048439025878906,23.194936752319336,50.799476623535156,15.239999771118164
2007-03-08,61.992958068847656,23.232046127319336,51.224369049072266,14.289999961853027
2007-03-09,61.820274353027344,22.925872802734375,51.242679595947266,14.09000015258789
2007-03-12,62.01148223876953,22.712480545043945,51.37820816040039,13.989999771118164
2007-03-13,62.17184066772461,22.53619956970215,50.45517349243164,18.1299991607666
2007-03-14,62.0977783203125,22.58258628845215,50.711578369140625,17.270000457763672
2007-03-15,62.02993392944336,22.443418502807617,50.91301345825195,16.43000030517578
2007-03-16,62.036128997802734,22.499088287353516,50.69325256347656,16.790000915527344
2007-03-19,61.992958068847656,22.610424041748047,51.27198791503906,14.59000015258789
2007-03-20,62.05467987060547,22.638254165649414,51.60895538330078,13.270000457763672
2007-03-21,62.13481903076172,22.67536735534668,52.433082580566406,12.1899995803833
2007-03-22,62.01765441894531,23.04648780822754,52.46237564086914,12.930000305175781
2007-03-23,61.931251525878906,23.05576515197754,52.56495666503906,12.949999809265137
2007-03-26,61.89424514770508,23.157821655273438,52.4770393371582,13.15999984741211
2007-03-27,61.90660858154297,23.222768783569336,52.26736068725586,13.479999542236328
2007-03-28,61.93745422363281,23.44544219970703,51.92525100708008,14.979999542236328
2007-03-29,61.83878707885742,23.900062561035156,52.0687141418457,15.140000343322754
2007-03-30,61.83878707885742,23.54749870300293,52.03929901123047,14.640000343322754
2007-04-02,61.918636322021484,23.315547943115234,52.168033599853516,14.529999732971191
2007-04-03,61.85675048828125,23.222768783569336,52.64257049560547,13.460000038146973
2007-04-04,61.92479705810547,23.482553482055664,52.69773483276367,13.239999771118164
2007-04-05,61.86911392211914,23.528942108154297,52.84490203857422,13.229999542236328
2007-04-09,61.63382339477539,23.2877140045166,52.907440185546875,13.140000343322754
2007-04-10,61.726688385009766,23.612445831298828,53.0545539855957,12.680000305175781
2007-04-11,61.689579010009766,23.57533073425293,52.716148376464844,13.489999771118164
2007-04-12,61.763832092285156,23.714500427246094,53.06192398071289,12.710000038146973
2007-04-13,61.664730072021484,23.84439468383789,53.23847198486328,12.199999809265137
2007-04-16,61.78860092163086,23.65883445739746,53.775550842285156,11.979999542236328
2007-04-17,61.96818161010742,23.417604446411133,53.86012649536133,12.140000343322754
2007-04-18,62.061065673828125,23.4268856048584,53.90796661376953,12.420000076293945
2007-04-19,62.03626251220703,23.3619384765625,53.80863952636719,12.539999961853027
2007-04-20,62.00533676147461,23.68666648864746,54.28684616088867,12.069999694824219
2007-04-23,62.06725311279297,23.84439468383789,54.180179595947266,13.039999961853027
2007-04-24,62.09821701049805,23.519664764404297,54.17282485961914,13.119999885559082
2007-04-25,62.12294006347656,23.983564376831055,54.65468215942383,13.210000038146973
2007-04-26,62.00533676147461,23.816560745239258,54.673091888427734,12.789999961853027
2007-04-27,61.992958068847656,23.937171936035156,54.61421203613281,12.449999809265137
2007-04-30,62.20341491699219,23.723779678344727,54.13235855102539,14.220000267028809
2007-05-01,62.16741943359375,23.770172119140625,54.25374221801758,13.510000228881836
2007-05-02,62.18609619140625,23.584609985351562,54.65468215942383,13.079999923706055
2007-05-03,62.117652893066406,23.695945739746094,54.89746856689453,13.09000015258789
2007-05-04,62.19852828979492,23.64955711364746,55.059326171875,12.90999984741211
2007-05-07,62.26070785522461,23.53822135925293,55.147613525390625,13.149999618530273
2007-05-08,62.19226837158203,23.3897705078125,55.09244918823242,13.210000038146973
2007-05-09,62.117652893066406,23.2691593170166,55.28738784790039,12.880000114440918
2007-05-10,62.22337341308594,23.17637825012207,54.59214782714844,13.600000381469727
2007-05-11,62.09908676147461,23.519664764404297,55.10348129272461,12.949999809265137
2007-05-14,62.11148452758789,23.436161041259766,54.93793487548828,13.960000038146973
2007-05-15,62.08657455444336,23.668109893798828,54.790794372558594,14.010000228881836
2007-05-16,62.09908676147461,23.436161041259766,55.261627197265625,13.5
2007-05-17,61.99341583251953,23.630998611450195,55.12922286987305,13.510000228881836
2007-05-18,61.81312942504883,23.593889236450195,55.541202545166016,12.760000228881836
2007-05-21,61.93744659423828,23.825838088989258,55.69938659667969,13.300000190734863
2007-05-22,61.81312942504883,23.482553482055664,55.69203186035156,13.0600004196167
2007-05-23,61.76342010498047,23.593889236450195,55.66259765625,13.239999771118164
2007-05-24,61.788291931152344,23.4639949798584,55.09244918823242,14.079999923706055
2007-05-25,61.75722885131836,23.75161361694336,55.36092758178711,13.34000015258789
2007-05-29,61.69499969482422,23.232046127319336,55.58167266845703,13.529999732971191
2007-05-30,61.769630432128906,23.45471954345703,56.05986785888672,12.829999923706055
2007-05-31,61.63288497924805,23.668109893798828,56.14813995361328,13.050000190734863
2007-06-01,61.56919860839844,23.84439468383789,56.37621307373047,12.779999732971191
2007-06-04,61.644161224365234,24.05778694152832,56.468177795410156,13.289999961853027
2007-06-05,61.46930694580078,23.96500587463379,56.18123245239258,13.630000114440918
2007-06-06,61.49430847167969,23.95572853088379,55.60741424560547,14.869999885559082
2007-06-07,61.069828033447266,24.076343536376953,54.511226654052734,17.059999465942383
2007-06-08,60.9948844909668,23.64955711364746,55.257957458496094,14.84000015258789
2007-06-11,61.03860855102539,24.104175567626953,55.32419967651367,14.710000038146973
2007-06-12,60.67650604248047,24.039230346679688,54.643653869628906,16.670000076293945
2007-06-13,60.77021026611328,24.34540367126465,55.497066497802734,14.729999542236328
2007-06-14,60.88880157470703,24.57735252380371,55.89434814453125,13.640000343322754
2007-06-15,61.107242584228516,24.725799560546875,56.19230651855469,13.9399995803833
2007-06-18,61.15101623535156,24.725799560546875,56.10401153564453,13.420000076293945
2007-06-19,61.34451675415039,24.484573364257812,56.25849151611328,12.850000381469727
2007-06-20,61.15721130371094,24.512407302856445,55.51911926269531,14.670000076293945
2007-06-21,61.08231735229492,24.401071548461914,55.794979095458984,14.210000038146973
2007-06-22,61.22585678100586,24.34540367126465,55.32419967651367,15.75
2007-06-25,61.28202819824219,24.252622604370117,54.93313980102539,16.649999618530273
2007-06-26,61.20717239379883,23.97428321838379,54.486366271972656,18.889999389648438
2007-06-27,61.32577896118164,23.937171936035156,55.29130172729492,15.529999732971191
2007-06-28,61.28202819824219,23.862947463989258,55.28392791748047,15.539999961853027
2007-06-29,61.4006462097168,23.84439468383789,55.15839767456055,16.229999542236328
2007-07-02,61.564266204833984,23.992841720581055,55.79716873168945,15.399999618530273
2007-07-03,61.495338439941406,24.020671844482422,56.03718948364258,14.920000076293945
2007-07-05,61.23828125,24.243343353271484,56.00764083862305,15.479999542236328
2007-07-06,61.1317253112793,24.447463989257812,56.317813873291016,14.720000267028809
2007-07-09,61.23828125,24.39179229736328,56.288291931152344,15.15999984741211
2007-07-10,61.50161361694336,24.568073272705078,55.51656723022461,17.56999969482422
2007-07-11,61.363704681396484,24.623743057250977,55.922733306884766,16.639999389648438
